ઉ
ઉખેળાવવું
ઉખેળાવું
ઉખેળો
ઉખેવવું
ઉખૈડિયો
ઉખ્ય
ઉખ્યાણું
ઉગંટ
ઉગટણું
ઉગટવું
ઉગડું
ઉગણા
ઉગત
ઉગદવું
ઉગમ
ઉગમકાળ
ઉગમણ
ઉગમણી
ઉગમણીપ્રાકૃત
ઉગમણું
ઉગમસ્થાન
ઉગરવિદ્યા
ઉગરેચા
ઉગરેજા
ઉગલન
ઉગલવું
ઉગલાવું
ઉગાઈ
ઉગાઈપતાઈ
ઉગાડ
ઉગાડવું
ઉગાડાવવું
ઉગાડાવું
ઉગામવું
ઉગામાવવું
ઉગામાવું
ઉગાર
ઉગારણ
ઉગારવું
ઉગારાવવું
ઉગારાવું
ઉગારો
ઉગાલ
ઉગાલદાન
ઉગાલવું
ઉગાલા
ઉગાલી
ઉગાવરાવવું
ઉગાવવું
ઉગાવું
ઉગાવો
ઉગાહ
ઉગાહી
ઉગીલું
ઉગીસરવું
ઉગુડ
ઉગુમ
ઉગેંચિ
ઉગેરા
ઉગ્ગ
ઉગ્ગહ
ઉગ્ગાર
ઉગ્ગાહણ
ઉગ્ગાહણી
ઉગ્ગાહા
ઉગ્યે
ઉગ્ર
ઉગ્રઅણી
ઉગ્રઉછાળો
ઉગ્રઉદ્વેગ
ઉગ્રઉન્માદ
ઉગ્રક
ઉગ્રકર્મ
ઉગ્રકર્મા
ઉગ્રકર્મી
ઉગ્રકાંડ
ઉગ્રકાંડક
ઉગ્રકુળ
ઉગ્રગંધ
ઉગ્રગંધા
ઉગ્રગંધિકા
ઉગ્રચંડા
ઉગ્રચારિણી
ઉગ્રજાતિ
ઉગ્રતપ
ઉગ્રતપઋદ્ધિ
ઉગ્રતર
ઉગ્રતા
ઉગ્રતારા
ઉગ્રતીર્થ
ઉગ્રતેજ
ઉગ્રતેજી
ઉગ્રત્વ
ઉગ્રદંડ
ઉગ્રદંડા
ઉગ્રદંષ્ટા
ઉગ્રદંષ્ટ્રી
ઉગ્રદેવ
ઉગ્રધન્વા
ઉગ્રનાદી
ઉગ્રનાસિક
ઉગ્રપુત્ર
ઉગ્રબજધારણ
ઉગ્રબળ
ઉગ્રભાગી
ઉગ્રભાગ્ય
ઉગ્રભાગ્યવતી
ઉગ્રભાવ
ઉગ્રમધ્યાહ્ન
ઉગ્રમન્યુ
ઉગ્રરૂપ
ઉગ્રરેતસ
ઉગ્રરેતા
ઉગ્રરોષ
ઉગ્રલિપિ
ઉગ્રવતી
ઉગ્રવાણ
ઉગ્રવાસની
ઉગ્રવિષ
ઉગ્રવિહારી
ઉગ્રવીર
ઉગ્રવીર્ય
ઉગ્રવેગ
ઉગ્રવેશ
ઉગ્રવ્યગ્ર
ઉગ્રવ્યાધિ
ઉગ્રવ્રતી
ઉગ્રશાસન
ઉગ્રશેખરા
ઉગ્રશ્રવા
ઉગ્રસામ્યવાદ
ઉગ્રસેન
ઉગ્રસેન પ્રતિષ્ઠાતા
ઉગ્રસેનગઢ
ઉગ્રસેનજ
ઉગ્રસેના
ઉગ્રસ્વરૂપ
ઉગ્રહ
ઉગ્રહન
ઉગ્રા
ઉગ્રાક્ષ
ઉગ્રાતિઉગ્ર
ઉગ્રાદેવ
ઉગ્રામ્લ
ઉગ્રાયુધ
ઉગ્રાવાત
ઉગ્રાસ્ય
ઉગ્રેશ
ઉગ્લન
ઉગ્સ્ત્રા
ઉઘટ
ઉઘટવું
ઉઘડા
ઉઘડાવવું
ઉઘડી
ઉઘરડવું
ઉઘરાઈ
ઉઘરાણિયો
ઉઘરાણી
ઉઘરાણી પાઘરાણી
ઉઘરાણું
ઉઘરાણૂ
ઉઘરાત
ઉઘરાતદાર
ઉઘરામણી
ઉઘરાળો
ઉઘરાવવું
ઉઘલમિશ
ઉઘલાવવું
ઉઘલાવો
ઉઘવા
ઉઘસિયા
ઉઘાઈ
ઉઘાડ
ઉઘાડઢાંક
ઉઘાડણી
ઉઘાડપગા
ઉઘાડપગું
ઉઘાડબારૂં
ઉઘાડવાસ
ઉઘાડવું
ઉઘાડા
ઉઘાડાપણું
ઉઘાડાવવું
ઉઘાડાવું
ઉઘાડી
ઉઘાડુ
ઉઘાડું
ઉઘાડુંપુગાડું
ઉઘાડુંપુઘાડું
ઉઘાડુંફગ
ઉઘાડુંફટાક
ઉઘાડૂ
ઉઘાડેચોક
ઉઘાડેછોક
ઉઘાડેછોગ
ઉઘાડેછોગે
ઉઘાર
ઉઘેડવું
ઉઘેરિયા
ઉઘેલ
ઉઘોર
ઉઘ્ર
ઉચ
ઉચંગ
ઉચંત ખાતું
ઉચંબળવું
ઉચકન
ઉચકામણ
ઉચકામણી
ઉચકાવવું
ઉચક્કા
ઉચક્કાપણું
ઉચક્કી
ઉચક્યા
ઉચગરા
ઉચટવું
ઉચટાવું
ઉચણાવવું
ઉચથ
ઉચથ્ય
ઉચરંગ
ઉચરાવ
ઉચરાવવું
ઉચરાવું
ઉચલન
ઉચલબાંગડી
ઉચલાવવું
ઉચલ્યા
ઉચળાવવું
ઉચા
ઉચાકર
ઉચાગર
ઉચાટ
ઉચાટવું
ઉચાટિયું
ઉચાટી
ઉચાડવું
ઉચાપત
ઉચાપતી
ઉચાર
ઉચારણું
ઉચારવું
ઉચારાવવું
ઉચારાવું
ઉચાલ
ઉચાળવું
ઉચાળાવવું
ઉચાળાવું
ઉચાળો
ઉચાવા
ઉચિત
ઉચિતજ્ઞ
ઉચિતતા
ઉચિતદામ
ઉચિતાચરણ
ઉચિતાનુચિત
ઉચિતાર્થ
ઉચીષ્ટ
ઉચેટી
ઉચેડ
ઉચેડવું
ઉચેડાવવું
ઉચેડાવું
ઉચેરવું
ઉચેરાવાળું
ઉચેરિયું
ઉચેરૂં
ઉચેરો
ઉચેલ
ઉચેલવું
ઉચેલી
ઉચૈ:શ્રવા
ઉચ્ગારી
ઉચ્ચ
ઉચ્ચ તું ગુસ્ક
ઉચ્ચંડ
ઉચ્ચંદ્ર
ઉચ્ચક
ઉચ્ચક ધન
ઉચ્ચક રકમ
ઉચ્ચકક્ષ
ઉચ્ચકક્ષા
ઉચ્ચકાનાપણું
ઉચ્ચકાનું
ઉચ્ચકિન
ઉચ્ચકુલ
ઉચ્ચકુલીન
ઉચ્ચકૂવો
ઉચ્ચકો
ઉચ્ચકોટિ
ઉચ્ચગણિત
ઉચ્ચગમન
ઉચ્ચગામિતા
ઉચ્ચગામી
ઉચ્ચગોત્ર
ઉચ્ચગોત્રકર્મ
ઉચ્ચગ્રાહ
ઉચ્ચગ્રાહિણી
ઉચ્ચગ્રાહી
ઉચ્ચજનસત્તાત્મકરાજ્ય
ઉચ્ચજરમન
ઉચ્ચટ
ઉચ્ચટા
ઉચ્ચટિંગ
ઉચ્ચતમ
ઉચ્ચતમાકાર
ઉચ્ચતર
ઉચ્ચતરુ
ઉચ્ચતા
ઉચ્ચતાંશ
ઉચ્ચતાંશ સમાંતર
ઉચ્ચતાંશવૃત્ત
ઉચ્ચતાભિમાની
ઉચ્ચતામાપક
ઉચ્ચતાલ
ઉચ્ચત્વ
ઉચ્ચત્વરિકા
ઉચ્ચદેવ
ઉચ્ચનગર
ઉચ્ચનાગર
ઉચ્ચનીચ
ઉચ્ચનીચરેખા
ઉચ્ચનીય
ઉચ્ચનીયસ્થાન
ઉચ્ચપણ
ઉચ્ચપદ
ઉચ્ચપદધારી
ઉચ્ચપદલોભ
ઉચ્ચપીઠ
ઉચ્ચપ્રદેશ
ઉચ્ચબિંદુ
ઉચ્ચભાષણ
ઉચ્ચભાષી
ઉચ્ચમાનગ્રાહ્ય
ઉચ્ચય
ઉચ્ચરણ
ઉચ્ચરણજ્ઞ
ઉચ્ચરણસ્થાન
ઉચ્ચરત
ઉચ્ચરવું
ઉચ્ચરસિકતા
ઉચ્ચરિત
ઉચ્ચરિતત્વ
ઉચ્ચરેખા
ઉચ્ચલ
ઉચ્ચલન
ઉચ્ચલલાટા
ઉચ્ચલિત
ઉચ્ચવક્ષ
ઉચ્ચવર્ણ
ઉચ્ચવર્ણી
ઉચ્ચવર્ણું
ઉચ્ચવિચારવાહી
ઉચ્ચવિહારિતા
ઉચ્ચવિહારી
ઉચ્ચવ્રત
ઉચ્ચશાળા
ઉચ્ચશિક્ષણ
ઉચ્ચશિક્ષા
ઉચ્ચસંગીત
ઉચ્ચસમભૂમિ
ઉચ્ચસમભૂમિ અધિત્યકા
ઉચ્ચસ્તંભ
ઉચ્ચસ્થિત
ઉચ્ચસ્વર
ઉચ્ચા
ઉચ્ચાંગરત
ઉચ્ચાંશ
ઉચ્ચાઉ
ઉચ્ચાગ
ઉચ્ચાગજ
ઉચ્ચાચ્ચ
ઉચ્ચાટ
ઉચ્ચાટન
ઉચ્ચાટન વિદ્યા
ઉચ્ચાટની
ઉચ્ચાટનીય
ઉચ્ચાટિત
ઉચ્ચાન
ઉચ્ચાપત
ઉચ્ચાભિલાષ
ઉચ્ચાભિલાષા
ઉચ્ચાભિલાષી
ઉચ્ચાર
ઉચ્ચારક્રમ
ઉચ્ચારણ
ઉચ્ચારણજ્ઞ
ઉચ્ચારણભેદ
ઉચ્ચારણશક્તિ
ઉચ્ચારણશાસ્ત્ર
ઉચ્ચારણહાર
ઉચ્ચારણીય
ઉચ્ચારન
ઉચ્ચારપાસવણ
ઉચ્ચારભૂમિ
ઉચ્ચારભેદ
ઉચ્ચારમાળા
ઉચ્ચારવાદ
ઉચ્ચારવિષમ
ઉચ્ચારવિષયક
ઉચ્ચારવું
ઉચ્ચારશાસ્ત્ર
ઉચ્ચારશુદ્ધિ
ઉચ્ચારસામ્ય
ઉચ્ચારસુખ
ઉચ્ચારસૌકર્ય
ઉચ્ચારસ્થાન
ઉચ્ચારસ્વરૂપ
ઉચ્ચારાત્મક
ઉચ્ચારાનુભેદ
ઉચ્ચારાનુસાર
ઉચ્ચારાનુસારી
ઉચ્ચારાવવું
ઉચ્ચારાવું
ઉચ્ચારિણી
ઉચ્ચારિત
ઉચ્ચાર્ય
ઉચ્ચાર્યસંખ્યા
ઉચ્ચાર્ય્ય
ઉચ્ચાર્ય્યમાણ
ઉચ્ચાલક
ઉચ્ચાલકયંત્ર
ઉચ્ચાલન
ઉચ્ચાલનતંત્ર
ઉચ્ચાલનદંડ
ઉચ્ચાલનયંત્ર
ઉચ્ચાવચ
ઉચ્ચાવચતા
ઉચ્ચાવચપણું
ઉચ્ચાશય
ઉચ્ચાશય
ઉચ્ચાશયી
ઉચ્ચાસન
ઉચ્ચિંગટ
ઉચ્ચિટંગ
ઉચ્ચિટિંગ
ઉચ્ચિષ્ટ
ઉચ્ચીકરણ
ઉચ્ચૂડ
ઉચ્ચૂલ
ઉચ્ચેચ્છ
ઉચ્ચેહ
ઉચ્ચૈ:વાચિક જપ
ઉચ્ચૈ:શિરસ્
ઉચ્ચૈ:શ્રવસ
ઉચ્ચૈ:શ્રવા
ઉચ્ચૈ:શ્રાવક
ઉચ્ચૈઃ
ઉચ્ચૈર્ઘુષ્ટ
ઉચ્ચૈર્ઘોષ
ઉચ્ચૈર્વાદ
ઉચ્ચૈવાદ
ઉચ્ચૈશ્રવા
ઉચ્ચૈસ્તમ
ઉચ્ચૈસ્તર
ઉચ્ચોચ્ચ
ઉચ્છ
ઉચ્છંકલ
ઉચ્છંખલ
ઉચ્છંગ
ઉચ્છંગી
ઉચ્છક
ઉચ્છણ
ઉચ્છન્ન
ઉચ્છન્નસંધિ
ઉચ્છય
ઉચ્છલક
ઉચ્છલન
ઉચ્છવ
ઉચ્છવિયો
ઉચ્છાઓ
ઉચ્છાદન
ઉચ્છાદના
ઉચ્છાપ
ઉચ્છાવ
ઉચ્છાસ
ઉચ્છાસ્ત્ર
ઉચ્છાસ્ત્રવર્તી
ઉચ્છાહ
ઉચ્છિખ
ઉચ્છિત
ઉચ્છિતિંગ
ઉચ્છિત્તિ
ઉચ્છિન્ન
ઉચ્છિર
ઉચ્છિલીંદ્ર
ઉચ્છિલીંધ્ર
ઉચ્છિષ્ટ
ઉચ્છિષ્ટગણપતિપંથ
ઉચ્છિષ્ટગણેશ
ઉચ્છિષ્ટચાંડાલિની
ઉચ્છિષ્ટતા
ઉચ્છિષ્ટભોજન
ઉચ્છિષ્ટભોજી
ઉચ્છિષ્ટમોદન
ઉચ્છિષ્ટાન્ન
ઉચ્છિષ્ત
ઉચ્છીર્ષક
ઉચ્છુક
ઉચ્છુલ્ક
ઉચ્છુષ્ક
ઉચ્છુષ્મ
ઉચ્છૂ
ઉચ્છૂ થવું
ઉચ્છૂન
ઉચ્છૂનતા
ઉચ્છૃંખલ
ઉચ્છૃંખલતા
ઉચ્છૃંખળ
ઉચ્છૃંખળતા
ઉચ્છેતા
ઉચ્છેદ
ઉચ્છેદક
ઉચ્છેદકાળ
ઉચ્છેદન
ઉચ્છેદનીય
ઉચ્છેદવાદ
ઉચ્છેદવાદી
ઉચ્છેદવું
ઉચ્છેદાવું
ઉચ્છેદિત
ઉચ્છેદિયું
ઉચ્છેદી
ઉચ્છેદ્ય
ઉચ્છેષ
ઉચ્છેષણ
ઉચ્છોફ
ઉચ્છોષણ
ઉચ્છોષુક
ઉચ્છ્રંકલ
ઉચ્છ્રંખલ
ઉચ્છ્રંખળ
ઉચ્છ્રય
ઉચ્છ્રયણ
ઉચ્છ્રાય
ઉચ્છ્રિત
ઉચ્છ્રિતપાણિ
ઉચ્છ્રેય
ઉચ્છ્વસન
ઉચ્છ્વસવું
ઉચ્છ્વસિત
ઉચ્છ્વાસ
ઉચ્છ્વાસન
ઉચ્છ્વાસનામકર્મ
ઉચ્છ્વાસવાયુ
ઉચ્છ્વાસિત
ઉચ્છ્વાસી
ઉછ
ઉછંકલ
ઉછંકલતા
ઉછંકળ
ઉછંકળતા
ઉછંખલ
ઉછંખલતા
ઉછંખળ
ઉછંખળતા
ઉછંખળિત
ઉછંગ
ઉછંગી
ઉછંગોદર
ઉછઈ
ઉછઉં
ઉછટ
ઉછટવું
ઉછડવું
ઉછડાવવું
ઉછડાવું
ઉછડિયા
ઉછરંગ
ઉછરંગી
ઉછરકંઢો
ઉછરાવવું
ઉછલાવવું
ઉછળામણી
ઉછળાવવું
ઉછવ
ઉછવણી
ઉછાંછળાઈ
ઉછાંછળાવેડા
ઉછાંછળું
ઉછાંરવું
ઉછાઉ
ઉછાઉધારા
ઉછાઓ
ઉછાનીક
ઉછામણી
ઉછાયણી
ઉછારવું
ઉછાલ
ઉછાલચિત્તી
ઉછાલછક્કા
ઉછાલની
ઉછાલવું
ઉછાળ
ઉછાળણી
ઉછાળનાર
ઉછાળવું
ઉછાળાબંધ
ઉછાળાભેર
ઉછાળાવવું
ઉછાળાવું
ઉછાળિયું
ઉછાળિયોદાવ
ઉછાળો
ઉછાવ
ઉછાવણી
ઉછાવું
ઉછાસ
ઉછાહ
ઉછાહી
ઉછિષ્ટ
ઉછીઉધારૂં
ઉછીકું
ઉછીડ
ઉછીતું
ઉછીન
ઉછીનું
ઉછુ
ઉછેટવું
ઉછેટી
ઉછેદ
ઉછેદવું
ઉછેદિયું
ઉછેદિયો
ઉછેર
ઉછેરકાળ
ઉછેરક્રમ
ઉછેરણી
ઉછેરમંડપ
ઉછેરવું
ઉછેરા
ઉછેરાવનાર
ઉછેરાવવું
ઉછેરાવું
ઉછ્
ઉછ્યાદુ
ઉછ્રંખલ
ઉછ્વાસ
ઉજક
ઉજકા
ઉજડ
ઉજડ જાવું
ઉજડલ
ઉજડવા
ઉજડવાવું
ઉજડવું
ઉજડા
ઉજડાવવું
ઉજડ્ડ
ઉજડ્ડતા
ઉજદ્દ
ઉજની
ઉજબખ
ઉજબાન
ઉજમણી
ઉજમણું
ઉજમન
ઉજમાટ
ઉજમાળ
ઉજમાળવું
ઉજમાળું
ઉજમાવવું
ઉજમો
ઉજર
ઉજરડું
ઉજરત
ઉજરાવવું
ઉજર્જસ્વી
ઉજલ
ઉજલવું
ઉજલા
ઉજલાઆદમી
ઉજલાકઠ્ઠુ
ઉજલાકનેર
ઉજલાકવેર
ઉજલાચંદન
ઉજલાજામૂન
ઉજલાધતૂરા
ઉજલાપન
ઉજલાબૌલા
ઉજલાભંગરા
ઉજલાભાંગરા
ઉજલાવવું
ઉજલાહુલુલ
ઉજલી
ઉજલી કા આઝાર
ઉજલીઆજાર
ઉજલીકાચકૂચી
ઉજલીકાચકૂરી
ઉજલીકીકર
ઉજલીતુલસી
ઉજલીબુધ
ઉજલીમિર્ચ
ઉજલીમિર્ચી
ઉજલીમુસલી
ઉજલીરોટી
ઉજલીશકર
ઉજલું
ઉજળા
ઉજળાવવું
ઉજળાવું
ઉજળિયાત
ઉજળિયાતવર્ગ
ઉજવણી
ઉજવણું
ઉજવલ
ઉજવાલ
ઉજવાવવું
ઉજવાસ
ઉજવીંધળ
ઉજશતી
ઉજસકાર
ઉજાકો
ઉજાગર
ઉજાગરણ
ઉજાગરનંદ
ઉજાગરૂં
ઉજાગરો
ઉજાગ્ર
ઉજાજ
ઉજાડ
ઉજાડણ
ઉજાડનાર
ઉજાડનારૂં
ઉજાડવું
ઉજાડાવવું
ઉજાડાવું
ઉજાડિયું
ઉજાડુ
ઉજાડૂ
ઉજાણવું
ઉજાણી
ઉજાણું
ઉજાથર
ઉજાન
ઉજાફ
ઉજામ
ઉજામત
ઉજાયું
ઉજાર
ઉજારમ
ઉજારવું
ઉજારા
ઉજારી
ઉજારૂં
ઉજારો
ઉજાલ
ઉજાલદ
ઉજાલા
ઉજાલી
ઉજાળ
ઉજાળણહાર
ઉજાળનાર
ઉજાળવું
ઉજાળુ
ઉજાળું
ઉજાળો
ઉજાવવું
ઉજાવું
ઉજાશ
ઉજાશકાર
ઉજાસ
ઉજાસવું
ઉજાસાવવું
ઉજાસી
ઉજાસો
ઉજાહિન
ઉજાહુ
ઉજિતાવસ્થા
ઉજિયા
ઉજિયાર
ઉજિયારા
ઉજિયારી
ઉજિયારૂં
ઉજિયાલા
ઉજિયાળું
ઉજિલગિરિ
ઉજિલપતિ
ઉજિલા
ઉજીઠું
ઉજીણ
ઉજીતા
ઉજીરનગેહ
ઉજુ
ઉજુગત
ઉજુરીજમા
ઉજુવાળુકા
ઉજૂ
ઉજૂઆળુ
ઉજૂતવાજૂ
ઉજૂનમાઝ
ઉજૂબા
ઉજૂર
ઉજેકાર
ઉજેડો
ઉજેણિયા
ઉજેણી
ઉજેત
ઉજેની
ઉજેર
ઉજેરવું
ઉજેરા
ઉજેરાવવું
ઉજેરાવું
ઉજેશ
ઉજેશકાર
ઉજેસ
ઉજેસકાર
ઉજેસાળું
ઉજેહ
ઉજેહારો
ઉજેહી
ઉજૈણીપત
ઉજોઉજ
ઉજ્જ
ઉજ્જડ
ઉજ્જડખંખ
ઉજ્જત
ઉજ્જદીકરણ
ઉજ્જન
ઉજ્જનક
ઉજ્જમ
ઉજ્જય
ઉજ્જયંત
ઉજ્જયંતગિરિ
ઉજ્જયણી
ઉજ્જયન
ઉજ્જયની
ઉજ્જયિનિ
ઉજ્જયિની
ઉજ્જલ
ઉજ્જલા
ઉજ્જલિત
ઉજ્જવળું
ઉજ્જાડ
ઉજ્જાનક
ઉજ્જાયી
ઉજ્જાલક
ઉજ્જાસન
ઉજ્જિંતસેલ
ઉજ્જિઘ્ર
ઉજ્જિતિ
ઉજ્જિહ
ઉજ્જિહાન
ઉજ્જિહાના
ઉજ્જિહ્વ
ઉજ્જીવ
ઉજ્જીવન
ઉજ્જીવી
ઉજ્જુર
ઉજ્જૃંભ
ઉજ્જૃંભણ
ઉજ્જૃંભા
ઉજ્જૃંભિત
ઉજ્જેષ
ઉજ્જૈન
ઉજ્જ્ય
ઉજ્જ્વલ
ઉજ્જ્વલંત
ઉજ્જ્વલકીર્તિ
ઉજ્જ્વલકુળ
ઉજ્જ્વલગિરિ
ઉજ્જ્વલતર
ઉજ્જ્વલતા
ઉજ્જ્વલત્વ
ઉજ્જ્વલદત્ત
ઉજ્જ્વલન
ઉજ્જ્વલપ્રજ્ઞા
ઉજ્જ્વલરજ
ઉજ્જ્વલવર્ણું
ઉજ્જ્વલવેષધૃત
ઉજ્જ્વલા
ઉજ્જ્વલિત
ઉજ્જ્વળ
ઉજ્જ્વળતા
ઉજ્જ્વળવર્ણું
ઉજ્જ્વળવું
ઉજ્જ્વળા
ઉજ્જ્વળિયું
ઉજ્જ્વળું
ઉજ્જ્વાલક
ઉજ્ઝ
ઉજ્ઝક
